rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,IndivWgtx,bcsvictim,rubbcomm,vandcomm,poorhou,Total
136385060,B (Attitudes to the CJS),Female,12 months but less than 2 years,Yes,Yes,Rent it,Cohabiting,25-34,White,Degree or diploma,Rural,4,0.9,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136533120,D (Online Security),Male,5 years but less than 10 years,,No,Own it outright,Married/Civil Partnered,65-74,White,Apprenticeship or A/AS level,Urban,5,0.56,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137030020,B (Attitudes to the CJS),Female,20 years or longer,,No,Rent it,Widowed,65-74,White,None,Urban,2,0.62,Not a victim of crime,Not very common,Not very common,Not very common,3
136672010,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Rural,3,0.59,Victim of crime,Not at all common,Not at all common,Not at all common,0
136553070,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,5,0.72,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147552220,B (Attitudes to the CJS),Male,5 years but less than 10 years,,No,Buying it with the help of a mortgage or loan,Cohabiting,65-74,White,None,Urban,2,1.12,Victim of crime,Not very common,Not very common,Not very common,3
136698270,C (Crime prevention and security),Female,5 years but less than 10 years,,No,Buying it with the help of a mortgage or loan,Single,35-44,White,Degree or diploma,Urban,3,0.78,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136962250,A (Experiences of the police),Male,2 years but less than 3 years,,No,Rent it,Married/Civil Partnered,35-44,Black or Black British,Degree or diploma,Urban,1,0.65,Not a victim of crime,Not very common,Not very common,Not very common,3
136783330,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,2,1.04,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137112080,D (Online Security),Female,20 years or longer,,No,Rent it,Separate,35-44,White,None,Urban,1,1.22,Not a victim of crime,Fairly common,Fairly common,Fairly common,6
147561100,B (Attitudes to the CJS),Male,20 years or longer,No,Yes,Rent it,Cohabiting,35-44,White,O level/GCSE,Rural,1,0.64,Not a victim of crime,Not very common,Not very common,Not very common,3
136996240,D (Online Security),Male,3 years but less than 5 years,,Yes,Own it outright,Cohabiting,45-54,White,Apprenticeship or A/AS level,Urban,5,1.42,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147448310,C (Crime prevention and security),Female,2 years but less than 3 years,No,No,Rent it,Single,16-24,White,Apprenticeship or A/AS level,Urban,2,3.19,Not a victim of crime,Not at all common,Not at all common,Not very common,1
137191230,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Rural,3,1.08,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147266300,B (Attitudes to the CJS),Male,2 years but less than 3 years,,No,Rent it,Separate,75+,White,None,Urban,4,0.6,Not a victim of crime,Not very common,Not very common,Not very common,3
137091340,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Rent it,Cohabiting,25-34,White,Degree or diploma,Urban,,3.1,Not a victim of crime,Not very common,Not very common,Not very common,3
136780060,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Own it outright,Married/Civil Partnered,35-44,White,O level/GCSE,Urban,5,1.12,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136839320,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Degree or diploma,Urban,2,1.45,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136196170,A (Experiences of the police),Female,Less than 12 months,No,Yes,Rent it,Divorced,55-64,White,O level/GCSE,Urban,2,0.54,Victim of crime,Not very common,Not at all common,Not at all common,1
136606060,B (Attitudes to the CJS),Female,5 years but less than 10 years,,No,Rent it,Single,25-34,White,Apprenticeship or A/AS level,Urban,1,0.57,Not a victim of crime,Not very common,Not very common,Not very common,3
147394220,B (Attitudes to the CJS),Female,20 years or longer,,No,Rent it,Divorced,45-54,White,O level/GCSE,Urban,4,0.6,Not a victim of crime,Not very common,Not very common,Not very common,3
136308020,B (Attitudes to the CJS),Male,2 years but less than 3 years,,No,Rent it,Married/Civil Partnered,45-54,Asian or Asian British,None,Urban,1,1.38,Not a victim of crime,Very common,Not very common,Fairly common,6
147304280,D (Online Security),Female,5 years but less than 10 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,4,1.36,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147418170,A (Experiences of the police),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,4,0.74,Not a victim of crime,Not very common,Not at all common,Not at all common,1
137068090,A (Experiences of the police),Male,3 years but less than 5 years,,Yes,Rent it,Single,35-44,Black or Black British,Apprenticeship or A/AS level,Urban,2,0.57,Not a victim of crime,Not very common,Not very common,Fairly common,4
136078140,B (Attitudes to the CJS),Female,12 months but less than 2 years,Yes,Yes,Rent it,Married/Civil Partnered,35-44,White,Degree or diploma,Rural,5,1.31,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137182280,D (Online Security),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,5,2.6,Not a victim of crime,Not very common,Not at all common,Not at all common,1
147386040,D (Online Security),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,3,1.18,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147452190,C (Crime prevention and security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,None,Urban,3,1.25,Not a victim of crime,Not very common,Not very common,Not very common,3
136690140,B (Attitudes to the CJS),Male,20 years or longer,,No,Buying it with the help of a mortgage or loan,Single,55-64,White,Apprenticeship or A/AS level,Urban,1,0.61,Not a victim of crime,Not at all common,Not at all common,Not very common,1
136273190,C (Crime prevention and security),Male,20 years or longer,,No,Rent it,Married/Civil Partnered,35-44,White,None,Rural,,1.09,Not a victim of crime,Not very common,Not very common,Not very common,3
136316280,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,3,1.21,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136255230,C (Crime prevention and security),Female,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Single,16-24,White,Apprenticeship or A/AS level,Urban,2,0.53,Not a victim of crime,Not very common,Not very common,Fairly common,4
137208250,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,35-44,White,None,Rural,4,0.51,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147489150,C (Crime prevention and security),Male,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,4,0.67,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136215220,B (Attitudes to the CJS),Male,10 years but less than 20 years,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Rural,4,1.12,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147348050,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Divorced,35-44,White,Apprenticeship or A/AS level,Urban,4,0.4,Not a victim of crime,Not very common,Not very common,Not very common,3
136437250,A (Experiences of the police),Female,12 months but less than 2 years,Yes,No,Rent it,Cohabiting,25-34,White,O level/GCSE,Urban,2,1.33,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136756290,A (Experiences of the police),Female,Less than 12 months,No,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Widowed,65-74,White,None,Urban,3,1.67,Not a victim of crime,Not very common,Not at all common,Not at all common,1
147237280,D (Online Security),Male,Less than 12 months,No,Yes,Rent it,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,3,1.29,Not a victim of crime,Not very common,Not very common,Not very common,3
136232040,D (Online Security),Female,10 years but less than 20 years,,Yes,Own it outright,Divorced,35-44,White,Degree or diploma,Urban,4,0.64,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136619210,A (Experiences of the police),Female,5 years but less than 10 years,,No,Rent it,Married/Civil Partnered,65-74,White,O level/GCSE,Urban,2,2.44,Not a victim of crime,Not very common,Not very common,Not at all common,2
136480030,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,4,0.77,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136601210,A (Experiences of the police),Female,3 years but less than 5 years,,No,Rent it,Single,35-44,White,None,Urban,1,0.52,Not a victim of crime,Not very common,Not very common,Not very common,3
136346050,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,2,1.49,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137216180,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Widowed,65-74,White,None,Rural,4,0.26,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136722180,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,4,1.07,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136511070,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Widowed,75+,White,None,Rural,4,0.42,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136623260,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,65-74,White,None,Urban,3,1.14,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136376240,D (Online Security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,2,1.31,Not a victim of crime,Not very common,Not at all common,Not at all common,1
147406120,D (Online Security),Male,10 years but less than 20 years,,Yes,Rent it,Married/Civil Partnered,25-34,Asian or Asian British,None,Urban,3,4.32,Not a victim of crime,Not very common,Not very common,Not very common,3
136662220,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,45-54,White,Degree or diploma,Urban,3,0.98,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137001160,D (Online Security),Female,2 years but less than 3 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,2,0.61,Not a victim of crime,Not very common,Not at all common,Not very common,2
136244080,D (Online Security),Male,2 years but less than 3 years,No,Yes,Rent it,Single,25-34,Black or Black British,Degree or diploma,Urban,1,2.93,Not a victim of crime,Not very common,Not very common,Not very common,3
136188070,C (Crime prevention and security),Male,10 years but less than 20 years,Yes,Yes,Rent it,Married/Civil Partnered,35-44,White,O level/GCSE,Urban,5,1.29,Not a victim of crime,Fairly common,Fairly common,Fairly common,6
136103240,D (Online Security),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,75+,White,None,Rural,3,0.72,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136457200,D (Online Security),Female,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Degree or diploma,Urban,4,0.64,Victim of crime,Not at all common,Not at all common,Not at all common,0
136713090,A (Experiences of the police),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,5,1.05,Victim of crime,Not at all common,Not at all common,Not at all common,0
136705160,D (Online Security),Female,Less than 12 months,No,Yes,Rent it,Single,25-34,White,Degree or diploma,Urban,1,1.56,Victim of crime,Very common,Very common,Very common,9
135491300,B (Attitudes to the CJS),Female,5 years but less than 10 years,Yes,No,Rent it,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,2,1.11,Not a victim of crime,Fairly common,Not very common,Not very common,4
136091020,B (Attitudes to the CJS),Male,10 years but less than 20 years,,Yes,Rent it,Single,16-24,White,Apprenticeship or A/AS level,Urban,3,1.93,Victim of crime,Not very common,Not at all common,Not at all common,1
147262070,C (Crime prevention and security),Male,3 years but less than 5 years,,No,Rent it,Separate,75+,Black or Black British,None,Urban,1,0.58,Victim of crime,Fairly common,Not very common,Not very common,4
136696050,A (Experiences of the police),Female,5 years but less than 10 years,,No,Own it outright,Cohabiting,45-54,White,O level/GCSE,Urban,2,1.27,Victim of crime,Not at all common,Not at all common,Not at all common,0
147438020,B (Attitudes to the CJS),Female,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Degree or diploma,Urban,3,0.75,Victim of crime,Not very common,Not very common,Not very common,3
136098240,D (Online Security),Female,20 years or longer,,Yes,Own it outright,Divorced,55-64,White,Degree or diploma,Urban,4,0.55,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147556340,B (Attitudes to the CJS),Female,2 years but less than 3 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Rural,5,0.89,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136664110,C (Crime prevention and security),Male,20 years or longer,Yes,No,Rent it,Widowed,75+,White,Other,Urban,3,0.39,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136036120,D (Online Security),Female,Less than 12 months,No,No,Rent it,Married/Civil Partnered,25-34,Chinese or Other,O level/GCSE,Urban,2,1.47,Not a victim of crime,Fairly common,Not very common,Not very common,4
136496220,B (Attitudes to the CJS),Female,20 years or longer,,No,Rent it,Widowed,75+,White,None,Rural,3,0.66,Not a victim of crime,Not very common,Not very common,Fairly common,4
137210280,D (Online Security),Female,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Single,16-24,White,None,Urban,4,1.59,Not a victim of crime,Fairly common,Not at all common,Not at all common,2
135623100,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Separate,45-54,White,O level/GCSE,Urban,1,0.57,Not a victim of crime,Fairly common,Not very common,Fairly common,5
136516070,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Own it outright,Divorced,55-64,White,Degree or diploma,Urban,5,0.4,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137212150,C (Crime prevention and security),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,75+,White,Apprenticeship or A/AS level,Urban,5,1.02,Not a victim of crime,Not very common,Not very common,Not very common,3
136717100,B (Attitudes to the CJS),Male,20 years or longer,,No,Rent it,Cohabiting,55-64,White,Apprenticeship or A/AS level,Urban,1,1.05,Not a victim of crime,Not very common,Not at all common,Not very common,2
137044140,B (Attitudes to the CJS),Male,5 years but less than 10 years,,No,Own it outright,Divorced,75+,White,None,Urban,4,0.52,Not a victim of crime,Not very common,Not very common,Not very common,3
136470230,C (Crime prevention and security),Male,2 years but less than 3 years,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,2,1.24,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137183200,D (Online Security),Female,20 years or longer,Yes,No,Rent it,Widowed,65-74,White,None,Urban,1,0.49,Victim of crime,Very common,Fairly common,Fairly common,7
136292100,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Divorced,65-74,White,None,Urban,1,0.53,Not a victim of crime,Not very common,Not at all common,Not very common,2
136922020,B (Attitudes to the CJS),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,Black or Black British,Degree or diploma,Urban,5,0.77,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147254050,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,35-44,White,O level/GCSE,Urban,1,0.66,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136158150,C (Crime prevention and security),Male,Less than 12 months,No,Yes,Rent it,Separate,45-54,White,Degree or diploma,Urban,1,0.71,Victim of crime,Not very common,Not at all common,Not at all common,1
136480130,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,White,Degree or diploma,Rural,3,0.62,Victim of crime,Not very common,Not very common,Not very common,3
137190060,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Divorced,45-54,White,Degree or diploma,Urban,2,0.56,Not a victim of crime,Fairly common,Not very common,Not very common,4
135517260,B (Attitudes to the CJS),Male,5 years but less than 10 years,No,Yes,Rent it,Cohabiting,35-44,White,Degree or diploma,Urban,1,4.51,Not a victim of crime,Fairly common,Fairly common,Fairly common,6
136404290,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Own it outright,Married/Civil Partnered,55-64,White,None,Rural,,0.88,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136344070,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,O level/GCSE,Rural,2,0.34,Not a victim of crime,Not very common,Not very common,Not very common,3
136813300,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,None,Rural,,0.44,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147453130,A (Experiences of the police),Female,2 years but less than 3 years,,No,Rent it,Married/Civil Partnered,16-24,White,Degree or diploma,Rural,3,1.46,Victim of crime,Not very common,Not at all common,Not very common,2
136964140,B (Attitudes to the CJS),Male,3 years but less than 5 years,,No,Rent it,Cohabiting,45-54,Black or Black British,None,Urban,1,1.28,Not a victim of crime,Very common,Very common,Very common,9
136782250,A (Experiences of the police),Male,5 years but less than 10 years,,No,Rent it,Married/Civil Partnered,35-44,White,None,Urban,3,1.15,Victim of crime,Not very common,Not very common,Not very common,3
136524160,D (Online Security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Single,55-64,White,Apprenticeship or A/AS level,Urban,3,0.47,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
135345330,A (Experiences of the police),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Apprenticeship or A/AS level,Urban,,0.53,Victim of crime,Not very common,Not very common,Not very common,3
136240110,C (Crime prevention and security),Female,2 years but less than 3 years,Yes,No,Rent it,Married/Civil Partnered,16-24,Asian or Asian British,None,Urban,5,0.87,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136728110,C (Crime prevention and security),Female,5 years but less than 10 years,,No,Rent it,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Urban,3,0.52,Not a victim of crime,Fairly common,Not very common,Not very common,4
136349180,B (Attitudes to the CJS),Male,2 years but less than 3 years,,Yes,Own it outright,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,2,1.37,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136223200,D (Online Security),Male,3 years but less than 5 years,,No,Pay part rent and part mortgage (shared ownership),Married/Civil Partnered,75+,White,O level/GCSE,Urban,3,1.24,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147284100,B (Attitudes to the CJS),Male,10 years but less than 20 years,No,No,Rent it,Divorced,55-64,White,None,Urban,1,0.55,Not a victim of crime,Not at all common,Not at all common,Not very common,1
136404030,C (Crime prevention and security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Rural,,0.46,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147298100,B (Attitudes to the CJS),Female,5 years but less than 10 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,4,0.72,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147564110,C (Crime prevention and security),Male,3 years but less than 5 years,,No,Rent it,Divorced,55-64,White,None,Urban,1,0.55,Victim of crime,Not very common,Not very common,Not very common,3
136178050,A (Experiences of the police),Male,2 years but less than 3 years,,No,Rent it,Cohabiting,16-24,White,Degree or diploma,Rural,3,1.65,Victim of crime,Not very common,Not very common,Not very common,3
136693190,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Separate,65-74,White,Apprenticeship or A/AS level,Urban,1,0.57,Not a victim of crime,Not very common,Not at all common,Not at all common,1
147374180,B (Attitudes to the CJS),Male,20 years or longer,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Cohabiting,45-54,White,None,Urban,3,1.26,Not a victim of crime,Fairly common,Not very common,Not very common,4
147554090,A (Experiences of the police),Female,5 years but less than 10 years,,No,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Degree or diploma,Urban,4,1.41,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147361160,D (Online Security),Male,3 years but less than 5 years,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Rural,,0.47,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136774100,B (Attitudes to the CJS),Male,10 years but less than 20 years,,No,Rent it,Single,16-24,White,Apprenticeship or A/AS level,Urban,1,0.66,Victim of crime,Not very common,Not very common,Not very common,3
136717030,C (Crime prevention and security),Female,5 years but less than 10 years,,No,Rent it,Divorced,45-54,White,O level/GCSE,Urban,1,0.52,Victim of crime,Not very common,Not at all common,Not very common,2
147291100,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Rural,3,1.11,Victim of crime,Not at all common,Not at all common,Not at all common,0
136230180,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,Apprenticeship or A/AS level,Urban,2,0.58,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
135531090,A (Experiences of the police),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,35-44,White,Degree or diploma,Rural,1,0.48,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136092090,A (Experiences of the police),Female,5 years but less than 10 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,None,Urban,4,0.91,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147569160,D (Online Security),Male,20 years or longer,,Yes,Rent it,Divorced,45-54,White,O level/GCSE,Rural,1,0.6,Not a victim of crime,Not at all common,Not at all common,Not very common,1
136686230,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Rent it,Married/Civil Partnered,55-64,White,None,Urban,1,0.54,Not a victim of crime,Not very common,Not very common,Fairly common,4
136478300,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Rent it,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,4,0.69,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147556200,D (Online Security),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,Asian or Asian British,Degree or diploma,Rural,4,0.81,Victim of crime,Fairly common,Not at all common,Not at all common,2
136673070,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Divorced,45-54,White,Degree or diploma,Urban,,0.29,Not a victim of crime,Not very common,Not very common,Not at all common,2
136222160,D (Online Security),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,2,1.12,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136679190,C (Crime prevention and security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,,0.47,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136697070,C (Crime prevention and security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,2,2.12,Not a victim of crime,Not very common,Not very common,Not very common,3
136842050,A (Experiences of the police),Female,20 years or longer,,No,Rent it,Divorced,65-74,White,None,Urban,1,0.56,Not a victim of crime,Not very common,Not very common,Not very common,3
136796270,C (Crime prevention and security),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,1,0.96,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136122080,D (Online Security),Male,5 years but less than 10 years,,No,Rent it,Married/Civil Partnered,75+,White,None,Urban,2,0.53,Victim of crime,Not very common,Not very common,Not very common,3
136517290,A (Experiences of the police),Female,12 months but less than 2 years,Yes,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,Apprenticeship or A/AS level,Urban,2,1.41,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137015270,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Widowed,75+,White,None,Urban,3,0.76,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136678310,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,,0.97,Not a victim of crime,Not at all common,Not very common,Not very common,2
136705290,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,55-64,White,None,Urban,1,1.05,Not a victim of crime,Very common,Not very common,Not very common,5
136634180,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,4,1.09,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136145080,D (Online Security),Female,2 years but less than 3 years,,No,Buying it with the help of a mortgage or loan,Single,16-24,Black or Black British,Apprenticeship or A/AS level,Urban,2,2.52,Not a victim of crime,Not very common,Not at all common,Not at all common,1
147403160,D (Online Security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,Asian or Asian British,Apprenticeship or A/AS level,Urban,2,1.38,Not a victim of crime,Very common,Not very common,Not very common,5
136905210,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Divorced,35-44,White,Apprenticeship or A/AS level,Urban,1,0.65,Victim of crime,Not very common,Not very common,Not very common,3
136445260,B (Attitudes to the CJS),Female,10 years but less than 20 years,No,Yes,Rent it,Separate,35-44,White,Degree or diploma,Urban,3,0.57,Victim of crime,Not very common,Not very common,Not very common,3
147598260,B (Attitudes to the CJS),Male,10 years but less than 20 years,,Yes,Rent it,Married/Civil Partnered,35-44,White,O level/GCSE,Urban,1,1.34,Not a victim of crime,Not very common,Not at all common,Not at all common,1
137206120,D (Online Security),Female,20 years or longer,,Yes,Rent it,Single,35-44,White,O level/GCSE,Rural,2,0.54,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147299260,B (Attitudes to the CJS),Male,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,75+,White,Degree or diploma,Rural,3,0.64,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136788180,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,O level/GCSE,Rural,4,0.89,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147368040,D (Online Security),Male,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Divorced,55-64,Black or Black British,Degree or diploma,Urban,4,1.73,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136097270,C (Crime prevention and security),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,Apprenticeship or A/AS level,Urban,2,0.58,Not a victim of crime,Not very common,Not at all common,Not at all common,1
147286200,D (Online Security),Female,20 years or longer,,No,Buying it with the help of a mortgage or loan,Widowed,55-64,White,Degree or diploma,Rural,5,0.5,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
