rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,wdeprivex,IndivWgtx,cause2m,walkdark,walkday,homealon,wburgl,wmugged,wcarstol,wfromcar,wraped,wattack,wraceatt,worryx,bcsvictim,rubbcomm,vandcomm,poorhou,antisocx
147520040,D (Online Security),Female,20 years or longer,,No,Own it outright,Single,45-54,Black or Black British,Apprenticeship or A/AS level,Urban,2,,0.65,J. The economy in general,Fairly safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136303080,D (Online Security),Male,10 years but less than 20 years,Yes,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,Apprenticeship or A/AS level,Urban,3,,2.06,G. Unemployment,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
136488290,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Rural,4,,1.09,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.22
137117050,A (Experiences of the police),Male,10 years but less than 20 years,,No,Own it outright,Single,55-64,White,Apprenticeship or A/AS level,Urban,1,,0.59,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-0.01
135515060,B (Attitudes to the CJS),Male,12 months but less than 2 years,Yes,Yes,Rent it,Single,16-24,White,Degree or diploma,Urban,3,,2.6,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136311030,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Divorced,45-54,White,None,Urban,3,,0.58,,,,,Very worried,Fairly worried,,,Very worried,Very worried,Not at all worried,1.73,Not a victim of crime,Fairly common,Not very common,Not very common,
136199220,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Degree or diploma,Rural,2,,1.32,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136204010,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Cohabiting,75+,White,Apprenticeship or A/AS level,Rural,5,,0.98,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.99
137008020,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Own it outright,Single,35-44,Mixed,Degree or diploma,Urban,3,,0.46,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136330200,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,None,Urban,2,,0.23,A. Too lenient sentencing,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
147417010,A (Experiences of the police),Male,3 years but less than 5 years,,No,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,5,,1.22,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.22
136816230,C (Crime prevention and security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Single,16-24,White,Apprenticeship or A/AS level,Rural,,4,1.32,,,,,Not very worried,Not at all worried,,,Not at all worried,Not very worried,Not at all worried,-0.82,Not a victim of crime,Not at all common,Not at all common,Not at all common,
137028070,C (Crime prevention and security),Male,20 years or longer,,Yes,Rent it,Married/Civil Partnered,55-64,White,None,Rural,2,,0.56,,,,,Not at all worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.39,Not a victim of crime,Not at all common,Not at all common,Not very common,
147235020,B (Attitudes to the CJS),Female,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,2,,1.34,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
147525150,C (Crime prevention and security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,3,,1.28,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not very worried,-0.23,Not a victim of crime,Not very common,Not very common,Not very common,
147474210,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,5,,0.88,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-0.21
136807090,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,5,,0.73,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.79
137137120,D (Online Security),Female,5 years but less than 10 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Rural,3,,1.35,B. Poverty,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
136685200,D (Online Security),Male,10 years but less than 20 years,,Yes,Own it outright,Divorced,55-64,White,Apprenticeship or A/AS level,Urban,4,,0.6,D. Lack of discipline from parents,A bit unsafe,A bit unsafe,Fairly safe,,,,,,,,,Victim of crime,Not very common,Not very common,Not very common,
147354070,C (Crime prevention and security),Female,3 years but less than 5 years,,No,Rent it,Single,25-34,White,O level/GCSE,Urban,3,,0.4,,,,,Fairly worried,Fairly worried,,,Fairly worried,Not very worried,Not very worried,0.87,Victim of crime,Not at all common,Not at all common,Not at all common,
147422010,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,Apprenticeship or A/AS level,Urban,5,,0.55,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-1.22
136171060,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Other,Urban,2,,1.05,,,,,,,Not at all worried,Not at all worried,,,,,Victim of crime,Fairly common,Not very common,Not very common,
136271290,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,,5,1.09,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
136634120,D (Online Security),Female,20 years or longer,,Yes,Rent it,Divorced,55-64,White,Degree or diploma,Urban,2,,0.48,H. Breakdown of family,A bit unsafe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
136081300,B (Attitudes to the CJS),Male,12 months but less than 2 years,Yes,Yes,Rent it,Single,45-54,White,Degree or diploma,Urban,4,,0.33,,,,,,,Fairly worried,Fairly worried,,,,,Victim of crime,Not very common,Not very common,Not at all common,
136553170,A (Experiences of the police),Female,20 years or longer,,Yes,Own it outright,Divorced,65-74,White,Apprenticeship or A/AS level,Urban,4,,0.61,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
135516270,C (Crime prevention and security),Male,10 years but less than 20 years,,No,Rent it,Single,45-54,Black or Black British,Other,Urban,1,,0.76,,,,,Not very worried,Don't know,,,Don't know,Don't know,Don't know,,Not a victim of crime,Not very common,Not at all common,Not at all common,
136721280,D (Online Security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,1,,1.41,E. Drugs,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
136683210,A (Experiences of the police),Female,5 years but less than 10 years,,Yes,Own it outright,Married/Civil Partnered,35-44,Chinese or Other,None,Urban,2,,1.84,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,-0.22
147297120,D (Online Security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Single,45-54,White,Degree or diploma,Urban,3,,0.48,Spontaneous: None of these,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136086100,B (Attitudes to the CJS),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,3,,1.25,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136983160,D (Online Security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,3,,1.24,E. Drugs,Very unsafe,Very unsafe,Very safe,,,,,,,,,Victim of crime,Not very common,Not very common,Not very common,
136451130,A (Experiences of the police),Female,20 years or longer,,No,Rent it,Married/Civil Partnered,35-44,Asian or Asian British,None,Urban,1,,2.07,,,,,,,,,,,,,Victim of crime,Fairly common,Not very common,Not very common,0.23
147431030,C (Crime prevention and security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,None,Rural,2,,0.9,,,,,Not at all worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.39,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136109070,C (Crime prevention and security),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Rural,5,,0.6,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.04,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136882240,D (Online Security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Degree or diploma,Urban,2,,0.56,E. Drugs,Don't know,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147571150,C (Crime prevention and security),Male,2 years but less than 3 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,1,,0.74,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.51,Victim of crime,Not very common,Not very common,Not very common,
147323280,D (Online Security),Female,Less than 12 months,No,Yes,Own it outright,Separate,55-64,White,Degree or diploma,Urban,2,,0.6,H. Breakdown of family,Fairly safe,Very safe,Very safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
135415250,A (Experiences of the police),Male,2 years but less than 3 years,,Yes,Rent it,Divorced,55-64,White,O level/GCSE,Urban,2,,0.53,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.51
147481240,D (Online Security),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Single,35-44,White,Degree or diploma,Urban,5,,0.52,G. Unemployment,A bit unsafe,Fairly safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136077290,A (Experiences of the police),Female,20 years or longer,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,Degree or diploma,Rural,5,,1.46,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,-0.75
136726020,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Apprenticeship or A/AS level,Urban,4,,1.16,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
137054250,A (Experiences of the police),Female,3 years but less than 5 years,,Yes,Rent it,Cohabiting,25-34,White,Degree or diploma,Urban,3,,0.7,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.95
147509170,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,Black or Black British,None,Urban,2,,1.28,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.22
136346150,C (Crime prevention and security),Male,12 months but less than 2 years,Yes,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,1,,1.31,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.13,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136056280,D (Online Security),Female,20 years or longer,,No,Own it outright,Widowed,65-74,White,Degree or diploma,Rural,5,,0.47,E. Drugs,Fairly safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
137111110,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Apprenticeship or A/AS level,Urban,2,,1.08,,,,,Not very worried,Fairly worried,,,Not very worried,Fairly worried,Not very worried,0.66,Not a victim of crime,Not very common,Not very common,Not very common,
137219210,A (Experiences of the police),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,None,Urban,,3,0.62,,,,,,,,,,,,,Not a victim of crime,Fairly common,Not at all common,Not very common,-0.13
147361110,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Separate,75+,White,Degree or diploma,Rural,,4,0.32,,,,,Not at all worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.39,Not a victim of crime,Not at all common,Not at all common,Not coded,
136033120,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Urban,3,,1.07,D. Lack of discipline from parents,Very unsafe,Fairly safe,A bit unsafe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136042070,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Urban,4,,0.67,,,,,Fairly worried,Not at all worried,,,Not at all worried,Not very worried,Not very worried,-0.28,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136914050,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,4,,1.18,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,-1.22
147570240,D (Online Security),Male,20 years or longer,,No,Own it outright,Widowed,65-74,White,O level/GCSE,Rural,4,,0.46,Spontaneous: None of these,Very unsafe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136447210,A (Experiences of the police),Female,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,None,Urban,2,,1.1,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.5
136338110,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Cohabiting,25-34,White,O level/GCSE,Rural,1,,0.53,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.25,Not a victim of crime,Not very common,Not at all common,Not at all common,
136841130,A (Experiences of the police),Female,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Apprenticeship or A/AS level,Urban,2,,1.32,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.25
136573270,C (Crime prevention and security),Male,20 years or longer,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,45-54,White,None,Urban,1,,0.67,,,,,Fairly worried,Fairly worried,,,Not at all worried,Not very worried,Not at all worried,0.05,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136070240,D (Online Security),Female,Less than 12 months,No,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Rural,4,,0.67,D. Lack of discipline from parents,A bit unsafe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
137208270,C (Crime prevention and security),Female,10 years but less than 20 years,No,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,None,Rural,4,,0.92,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.04,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136003090,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Rent it,Cohabiting,35-44,White,Degree or diploma,Urban,3,,1.87,,,,,,,,,,,,,Victim of crime,Fairly common,Not very common,Not very common,0.91
136863010,A (Experiences of the police),Female,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Apprenticeship or A/AS level,Rural,3,,1.22,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1
136302110,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,3,,1.23,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.04,Victim of crime,Not very common,Not at all common,Not very common,
136704290,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Urban,2,,0.68,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not very common,Not at all common,
137051180,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,5,,1.76,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136481050,A (Experiences of the police),Female,20 years or longer,,No,Rent it,Married/Civil Partnered,45-54,White,None,Urban,1,,0.54,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,0.23
136167110,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,Degree or diploma,Urban,2,,1.39,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.25,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136486210,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,45-54,White,Degree or diploma,Urban,2,,1.53,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.06
147349070,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Rural,4,,0.35,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.51,Not a victim of crime,Not at all common,Not at all common,Not very common,
147338110,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Rent it,Cohabiting,35-44,White,Apprenticeship or A/AS level,Urban,4,,1.13,,,,,Not very worried,Not at all worried,,,Not very worried,Not very worried,Not very worried,-0.27,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136997180,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,1,,1.19,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
147243110,C (Crime prevention and security),Male,20 years or longer,,Yes,Rent it,Divorced,55-64,White,Other,Urban,1,,0.63,,,,,Fairly worried,Very worried,,,Very worried,Fairly worried,Fairly worried,2.05,Not a victim of crime,Not very common,Not very common,Not at all common,
147316180,B (Attitudes to the CJS),Male,20 years or longer,No,Yes,Rent it,Married/Civil Partnered,16-24,White,O level/GCSE,Urban,4,,1.71,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136285110,C (Crime prevention and security),Male,12 months but less than 2 years,Yes,No,Rent it,Single,55-64,White,None,Urban,1,,0.63,,,,,Very worried,Very worried,,,Very worried,Very worried,Fairly worried,2.61,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136213130,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Rural,2,,0.75,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136028280,D (Online Security),Male,20 years or longer,,No,Rent it,Divorced,75+,White,None,Urban,4,,0.61,D. Lack of discipline from parents,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147252070,C (Crime prevention and security),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,75+,White,O level/GCSE,Urban,3,,1.12,,,,,Very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-0.62,Victim of crime,Not very common,Not very common,Not very common,
136387280,D (Online Security),Male,10 years but less than 20 years,,No,Rent it,Widowed,55-64,White,Degree or diploma,Urban,3,,0.5,D. Lack of discipline from parents,Fairly safe,Fairly safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Fairly common,
147437050,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Rural,2,,0.44,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-0.07
136944340,B (Attitudes to the CJS),Male,5 years but less than 10 years,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Rural,4,,0.79,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
137123160,D (Online Security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,5,,2.75,E. Drugs,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136377250,A (Experiences of the police),Male,Less than 12 months,No,Yes,Rent it,Cohabiting,25-34,White,Degree or diploma,Urban,3,,1.03,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,-1.22
136533160,D (Online Security),Female,20 years or longer,Yes,No,Own it outright,Widowed,65-74,White,O level/GCSE,Urban,5,,0.25,D. Lack of discipline from parents,A bit unsafe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147418140,B (Attitudes to the CJS),Male,Less than 12 months,No,Yes,Rent it,Single,25-34,White,Degree or diploma,Urban,5,,0.46,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
147260050,A (Experiences of the police),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Single,45-54,White,Degree or diploma,Urban,5,,0.63,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.23
136735160,D (Online Security),Male,5 years but less than 10 years,,Yes,Rent it,Married/Civil Partnered,45-54,Mixed,Apprenticeship or A/AS level,Urban,1,,0.79,E. Drugs,Fairly safe,Fairly safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
147344170,A (Experiences of the police),Male,20 years or longer,,No,Rent it,Widowed,75+,White,Apprenticeship or A/AS level,Urban,3,,0.51,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.22
136488270,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Separate,45-54,White,O level/GCSE,Rural,4,,1.6,,,,,Fairly worried,Fairly worried,,,Not very worried,Not very worried,Not very worried,0.61,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147263010,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Urban,1,,2.03,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,1.42
136606020,B (Attitudes to the CJS),Female,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,2,,1.11,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136678250,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Divorced,45-54,White,Degree or diploma,Urban,,1,0.28,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not very common,Fairly common,1.51
137006240,D (Online Security),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,4,,1.28,D. Lack of discipline from parents,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
147584040,D (Online Security),Female,10 years but less than 20 years,,Yes,Own it outright,Single,45-54,White,Apprenticeship or A/AS level,Rural,5,,0.27,E. Drugs,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136429300,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,4,,1.17,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136376050,A (Experiences of the police),Female,Less than 12 months,No,No,Rent it,Married/Civil Partnered,35-44,White,None,Rural,2,,0.76,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.22
136284140,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,Black or Black British,Degree or diploma,Urban,2,,0.57,,,,,,,Very worried,Very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136586050,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Urban,4,,0.75,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-0.46
136773300,B (Attitudes to the CJS),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,5,,1.59,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147260260,B (Attitudes to the CJS),Female,20 years or longer,,No,Rent it,Single,25-34,White,Degree or diploma,Urban,1,,0.69,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136133100,B (Attitudes to the CJS),Female,12 months but less than 2 years,No,Yes,Rent it,Single,25-34,White,O level/GCSE,Urban,,3,0.3,,,,,,,Not at all worried,Not very worried,,,,,Victim of crime,Not very common,Not very common,Not very common,
136881030,C (Crime prevention and security),Male,Less than 12 months,No,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Cohabiting,25-34,White,Degree or diploma,Rural,4,,2.25,,,,,Not very worried,Not at all worried,,,Not at all worried,Not very worried,Not at all worried,-0.82,Victim of crime,Not at all common,Not at all common,Not at all common,
136295170,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Cohabiting,75+,White,None,Urban,2,,1.1,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
135322070,C (Crime prevention and security),Female,12 months but less than 2 years,Yes,Yes,Rent it,Single,45-54,White,Degree or diploma,Urban,3,,0.45,,,,,Fairly worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.3,Not a victim of crime,Not very common,Not very common,Not very common,
136639060,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Divorced,75+,White,None,Rural,2,,0.48,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136942020,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Widowed,55-64,White,Degree or diploma,Rural,5,,0.24,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147271250,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,5,,1.17,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.24
147355090,A (Experiences of the police),Female,20 years or longer,No,Yes,Rent it,Single,16-24,White,O level/GCSE,Urban,2,,0.43,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,0.24
136225300,B (Attitudes to the CJS),Female,5 years but less than 10 years,,No,Own it outright,Widowed,65-74,White,None,Urban,5,,0.5,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136096230,C (Crime prevention and security),Male,20 years or longer,,No,Rent it,Single,75+,White,None,Rural,3,,0.5,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.13,Not a victim of crime,Not at all common,Not at all common,Not at all common,
137194040,D (Online Security),Female,12 months but less than 2 years,Yes,No,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Apprenticeship or A/AS level,Rural,5,,0.97,B. Poverty,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
